2024,Aglailson Victor,30001,FES-PE,3126,ELR3,ELR3,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,VITORIA DE SANTO ANTAO,"Emenda destinada para aquisição de medicamentos para a Associação de Proteção à Maternidade e à Infância da Vitória de Santo Antão – APAMI, com sede à Rua Dr. José Augusto, nº 645, Matriz, Vitória de Santo Antão/PE, CEP 55.612-010, inscrita no Cadastro Nacional da Pessoa Jurídica CNPJ/MF sob o nº 11.683.174/0001-12.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"220.000,00",-,-,-,-,-,-,-,,2616407,13
2024,Débora Almeida,30002,FES-PE,4553,ELSV,ELSV,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,SAO BENTO DO UNA,Aquisição de Ambulância - UTI,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"400.000,00",-,-,-,-,-,-,-,,2613008,24
2024,Aglailson Victor,30005,FES-PE,3126,ELR4,ELR4,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,CUSTODIA,Recuso destinado para aquisição de medicamentos,SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"230.000,00","230.000,00",-,-,-,-,-,"230.000,00",,2605103,13
2024,Abimael Santos,30006,SEPLAG,4424,ELQW,ELQW,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,AMARAJI,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"1.300.000,00","1.300.000,00",-,-,-,-,-,-,,2600906,38
2024,Waldemar Borges,30007,FUNDARPE,4117,ELR7,ELR7,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,IGARASSU,"A presente emenda no valor de R$ 25.000,00 (vinte e cinco mil reais), será destinada a entidade Centro de Assistência Soail e Cultural Amaro Mariano - CASCAM, localizada no município de Igarassu, com CNPJ 23.583.870/0001-36, para reaizar atividades culturais junto as crianças e adolescentes daquele município, em situação de vunerabiliadade social, realizando atendimentos bem como aulas de musica, dança e capacitação cultural, com a valorização da história e cultura local, e também aquisição de equipamentos musicais e contratação de pessoal para realização destas atividades e serviços.",CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,-,-,-,-,-,"25.000,00",-,-,-,-,-,-,-,,2606804,35
2024,Henrique Queiroz Filho,30008,FES-PE,4553,ELT4,ELT4,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,LIMOEIRO,"Emenda será destinado para aquisição de material permanente voltado para equipagem do Hospital Regional José Fernandes Salsa, CNPJ nº 10.572.048/0001-28, no município de Limoeiro",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2608909,36
2024,Waldemar Borges,30009,FES-PE,4611,ELR8,ELR8,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente Emenda, no valor de R$ 50.000,00 (cinquenta mil reais) será destinada ao INSTITUTO SOS MÃO CRIANÇA ISMAC - CNPJ Nº 08.187.800/0001-75, NO MUNICÍPIO DE RECIFE, para ser utilizada na aquisição de equipamento que serão utilizados no Hospital em procedimentos de média e alta complexidade.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2611606,35
2024,Waldemar Borges,30011,FEDCA-PE,146,ELR9,ELR9,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda, no valor de R$ 30.000,00 (trinta mil reais), será destinada a Entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, localizado no Município de Caruaru/PE, e que atende em vários municípios Pernambucanos, e neste projeto irá realizar atividades culturais com crianças em situação de risco e vulnerabilidade social, das comunidades do Recife/PE e RMR, e assim manter a formação de Canto Coral do projeto Caixa de Natal.",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"30.000,00","30.000,00",-,-,-,-,-,-,,2611606,35
2024,Waldemar Borges,30012,SJDHPV,2972,ELRA,ELRA,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,OLINDA,"A presente emenda será destinada a Entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, localizado no Município de Caruaru/PE, e que atende vários municípios Pernambucanos, e neste projeto realizar cursos profissionalizantes com jovens e adultos, familiares de crianças, todos em situação de risco e vulnerabilidade social, das comunidades de Olinda/PE.",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"80.000,00",-,-,-,-,-,-,-,,2609600,35
2024,Waldemar Borges,30013,FES-PE,4611,ELRB,ELRB,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GRAVATA,"A presente emenda, no valor de R$ 150.000,00 (CENTO E CINQUENTA mil reais), será destinada a Entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, que tem sua sede localizada no Município de Caruaru/PE, e que em sua atuação atende a vários municípios Pernambucanos, e neste projeto PRIMEIRA INFANCIA, que consiste em dar tratamento odontológico para 1000 crianças de zero a seis anos de idade, será realizado nas comunidades do município de Gravatá-PE, na zona urbana e rural, e para sua realização, se faz necessário a contratação de pessoal através de empresa de RH, e também para toda divulgação e realização do projeto, pela natureza de CUSTEIO. O local da execução desta emenda será a cidade de Gravatá-PE. O Instituto SIS é uma Associação de assistência, inteligência e novas tecnologias fundada em 2020, e tem como objetivo desenvolver projetos na área de cultura, saúde, assistência social, treinamento, palestras, seminários, evento e cursos especiais, além de desenvolver programas em parceria, estágios, estudos, projetos, extensão e pesquisa com Faculdade, Universidades e escolas técnicas e profissionalizantes.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"150.000,00",-,-,-,-,-,-,-,,2606408,35
2024,Waldemar Borges,30014,FES-PE,4611,ELRC,ELRC,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GRAVATA,"A presente emenda, no valor de R$ 150.000,00 (CENTO E CINQUENTA mil reais), será destinada a Entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, que tem sua sede localizada no Município de Caruaru/PE, e que em sua atuação atende a vários municípios Pernambucanos, e neste projeto PRIMEIRA INFANCIA, que consiste em dar tratamento odontológico para 1000 crianças de zero a seis anos de idade, será realizado nas comunidades do município de Gravatá-PE, na zona urbana e rural, e para sua realização, se faz necessário a contratação de pessoal através de empresa de RH, e também para toda divulgação e realização do projeto, pela natureza de CUSTEIO. O local da execução desta emenda será a cidade de Gravatá-PE. O Instituto SIS é uma Associação de assistência, inteligência e novas tecnologias fundada em 2020, e tem como objetivo desenvolver projetos na área de cultura, saúde, assistência social, treinamento, palestras, seminários, evento e cursos especiais, além de desenvolver programas em parceria, estágios, estudos, projetos, extensão e pesquisa com Faculdade, Universidades e escolas técnicas e profissionalizantes.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"150.000,00",-,-,-,-,-,-,-,,2606408,35
2024,Waldemar Borges,30015,FUNDARPE,4178,ELRD,ELRD,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,AGUA PRETA,"A presente emenda, no valor de R$ 210.000,00 (duzentos e dez mil reais), será destinada a Entidade ASSOCIAÇÃO SOCIO AMBIENTAL E CULTURAL JACUÍPE - CNPJ 24.506.253/0001-08, para que a mesma possa realizar a manutenção e conservação por restauro do espaço em processo de tombamento pelo Estado de Pernambuco, do Projeto Usina de Arte, bem como a manutenção e conservação do espaço, localizado na antiga Usina Santa Terezinha no mesmo distrito, no Município de Água Preta - PE.",CULTURA,PRESERVAÇÃO DO PATRIMÔNIO CULTURAL,-,-,-,-,-,"210.000,00","210.000,00",-,-,-,-,-,-,,2600401,35
2024,Lula Cabral,30019,DPPE,1919,ELS9,ELS9,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,"A presente Emenda destinada a Defensoria Pública de Pernambuco, será utilizada para investimentos no Parque Tecnológico da Instituição.",DIREITOS DA CIDADANIA,OBRAS OUTROS PODERES,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2611606,I32
2024,Dani Portela,30021,FUNDARPE,4724,ELSQ,ELSQ,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,RECIFE,Elaboração do Plano de Salvaguarda da Capoeira no estado de Pernambuco. A ser executada por: Fundação do Patrimônio Histórico e Artístico de Pernambuco - FUNDARPE (CNPJ: 08.032.567/0001-51).,CULTURA,PRESERVAÇÃO DO PATRIMÔNIO CULTURAL,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2611606,43
2024,Dani Portela,30022,FES-PE,4217,ELSS,ELSS,EMENDA,CUSTEIO,"91 - APLICAÇÃO DIRETA DECORRENTE DE OUTROS ÓRGÃOS, FUNDOS E ENTIDADES",RECIFE,Aquisição de hormônio masculinizante para a população de homens trans e pessoas transmasculinas vinculadas aos Ambulatórios de Atenção Integral à Saúde LGBT do Estado de Pernambuco. Possibilitar a continuidade do processo de hormonização masculinizante de forma segura e confortável entre homens trans e pessoas transmasculinas. Fortalecer a implantação de um Ambulatório de Saúde LGBT Regional pela Secretaria Estadual de Saúde. A ser executada por: CENTRO UNIVERSITÁRIO INTEGRADO DE SAÚDE AMAURY DE MEDEIROS - CISAM /CH/UPE (CNPJ: 11.022.597/0012-44).,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"200.000,00",-,-,-,-,-,-,-,,2611606,43
2024,Waldemar Borges,30023,FES-PE,4217,ELRE,ELRE,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,BUIQUE,"A presente emenda, no valor de R$ 80.000,00 (oitenta mil reais), será destinada a ASSOCIAÇÃO DOS AGRICULTORES RURAL DE CATIMBAU AARC CNPJ 12.659.371/0001-69, localizada no VALE DO CATIMBAU, Município de Buique - PE, para aquisição de veículo automotor, que servirá para atendimento de população local no transporte de pacientes, nas necessidades de atendimento a emergencias de saúde dentro e fora do município, pois esta comunidade esta localizada na zona rural e o acesso é muito difícil.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"80.000,00",-,-,-,-,-,-,-,,2602803,35
2024,Waldemar Borges,30024,FEDCA-PE,146,ELRG,ELRG,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,ARCOVERDE,"A presente emenda no valor de R$ 150.000,00 (cento e cinquenta mil reais), será destinada a entidade ASSOCIACAO NOSSA SENHORA DO LIVRAMENTO CNPJ 14.496.646/0001-16, localizada no muninípio de Arcoverde - PE, para que a mesma possa continuar realizando atendimento no contra turno escolar ,de crianças em situação de vulnerabiliade social, realizando atividades socio educativas, alimentação e assim acolhertambém toda sua familia, serviços estes já realizados pela instituição.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE CRIANÇA/ADOLESCENTE,-,-,-,-,-,"150.000,00",-,-,-,-,-,-,-,,2601201,35
2024,Waldemar Borges,30025,SEMAS,4609,ELRI,ELRI,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,"A presente emenda, no valor de R$ 60.000,00 (sessenta mil reais), será destinada a entidade CENTRO POLIESPORTIVO COMUNITÁRIO DE BARRA DE JANGADA - CEPEC-BJ CNPJ 10.331.995/0001-27, para que a mesma possa realizar ações junto a causa animal que se encontram em situação de rua, com a aquisição de materiais e contratação de pessoal para realizar estes serviços.",GESTÃO AMBIENTAL,APOIO À POLÍTICA DE PROTEÇÃO ANIMAL,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2607901,35
2024,Waldemar Borges,30026,FUNDARPE,4117,ELRK,ELRK,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SAO JOSE DO EGITO,"A presente emenda, no valor de R$ 100.000,00 (cem mil reais), será destinada a entidade ASSOCIAÇÃO DE DESENVOLVIMENTO RURAL DE RIACHÃO II - CNPJ 05.482.569/0001-54, para que a mesmo possa realizar projeto cultural Festival Terra da Poesia, de grande importância que valoriza poetas, duplas de repentistas e músicos locais, promovendo um festival que irá atrair turistas e fortalecer a cultura da região.",CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2613602,35
2024,Gilmar Júnior,30027,IPA,4074,ELQM,ELQM,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,SERTANIA,Perfurar e instalar poços artesianos em sítios da área rural no município de Sertânia.,AGRICULTURA,PERFURAÇÃO DE POÇOS,-,-,-,-,-,"115.050,00",-,-,-,-,-,-,-,,2614105,8
2024,Gilmar Júnior,30028,FES-PE,4217,ELQN,ELQN,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Executar projeto de promoção à saúde, através do Instituto Pró Cidadão, inscrito sob o CNPJ: 36.880.564/0001-03.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"300.000,00",-,-,-,-,-,-,-,,2611606,8
2024,João Paulo Costa,30034,FES-PE,4217,ELRL,ELRL,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,ITAPISSUMA,"A presente Emenda, no valor de R$ 250.000,00 (duzentos e cinquenta mil reais), será destinada a entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, que tem sua sede localizada no município de Caruaru-PE, é que em sua atuação atende a vários municípios pernambucanos, e neste projeto PRIMEIRA INFÂNCIA, que consiste em dar tratamento odontológico para crianças de zero a seis anos de idade, será realizado nas comunidades do município de Itapissuma-PE, e para sua realização se faz necessário a contratação de pessoal através de empresa de Recursos Humanos - RH, e também empresa especializada para trabalhar toda a divulgação e realização do projeto, pela natureza de custeio. O local da execução desta Emenda Parlamentar será à cidade de Itapissuma-PE. O INSTITUTO SIS é uma ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS fundada em 2020, e tem como objetivo desenvolver projetos na área de cultura, saúde, assistência social, treinamento, palestras, seminários, eventos e cursos especiais, além de desenvolver programas em parceria, estágios, estudos, projetos, extensão e pesquisa com Faculdades, Universidades e escolas técnicas e profissionalizantes.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"250.000,00",-,-,-,-,-,-,-,,2607752,42
2024,João Paulo Costa,30035,FES-PE,4217,ELRT,ELRT,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,ITAPISSUMA,"A presente Emenda, no valor de R$ 250.000,00 (duzentos e cinquenta mil reais), será destinada a entidade ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS - INSTITUTO SIS - CNPJ: 41.301.694/0001-84, que tem sua sede localizada no município de Caruaru-PE, é que em sua atuação atende a vários municípios pernambucanos, e neste projeto PRIMEIRA INFÂNCIA, que consiste em dar tratamento odontológico para crianças de zero a seis anos de idade, será realizado nas comunidades do município de Itapissuma-PE, e para sua realização se faz necessário a contratação de pessoal através de empresa de Recursos Humanos - RH, e também empresa especializada para trabalhar toda a divulgação e realização do projeto, pela natureza de custeio. O local da execução desta Emenda Parlamentar será à cidade de Itapissuma-PE. O INSTITUTO SIS é uma ASSOCIAÇÃO DE ASSISTÊNCIA, INTELIGÊNCIA E NOVAS TECNOLOGIAS fundada em 2020, e tem como objetivo desenvolver projetos na área de cultura, saúde, assistência social, treinamento, palestras, seminários, eventos e cursos especiais, além de desenvolver programas em parceria, estágios, estudos, projetos, extensão e pesquisa com Faculdades, Universidades e escolas técnicas e profissionalizantes.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"250.000,00",-,-,-,-,-,-,-,,2607752,42
2024,France Hacker,30036,SEPLAG,4424,ELSB,ELSB,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,SIRINHAEM,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2614204,21
2024,Gilmar Júnior,30037,SECMULHER,3930,ELQP,ELQP,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"Realizar projeto de apoio a qualificação da Mulher, a ser executado pelo Instituto Pro Cidadão, inscrito sob o CNPJ: 36.880.564/0001-03.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"160.000,00","160.000,00",-,-,-,-,-,-,,2604106,8
2024,Gilmar Júnior,30038,SEDEPE,4706,ELQQ,ELQQ,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Apoiar projeto de qualificação profissional para mulher, por meio do Instituto Pró Cidadão, inscrito sob o CNPJ: 36.880.564/0001-03.",TRABALHO,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"300.000,00",-,-,-,-,-,-,-,,2611606,8
2024,Dannilo Godoy,30040,FES-PE,3126,ELSD,ELSD,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,TEREZINHA,"Promover o município de Terezinha para aquisição de medicamentos e insumos, ofertando ampliação e melhoria na qualidade dos atendimentos",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2615102,16
2024,Dannilo Godoy,30042,FES-PE,2393,ELSF,ELSF,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,RECIFE,"Promover Recursos orçamentários para o Hospital da Restauração, para que seja ampliado e melhorado, a oferta de procedimentos na referida unidade de saúde, buscando melhorar o o apoio para a sociedade Pernambucana na área de saúde.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","99.990,00",-,-,-,-,-,"99.990,00",,2611606,16
2024,Dannilo Godoy,30044,FES-PE,3126,ELSG,ELSG,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,INAJA,"Promover o município de Inajá, para aquisição de medicamentos e insumos, ofertando ampliação e melhoria na qualidade dos atendimentos",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"400.000,00","400.000,00",-,-,-,-,-,-,,2607000,16
2024,Dannilo Godoy,30045,FES-PE,3126,ELSH,ELSH,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,TABIRA,"Promover o município de Tabira, para aquisição de medicamentos e insumos, ofertando ampliação e melhoria na qualidade dos atendimentos",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,"100.000,00",,2614600,16
2024,Delegada Gleide Ângelo,30046,FES-PE,4611,ELRP,ELRP,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,A presente emenda tem por finalidade a realização de atividade de saúde integrativa e de bem estar para a população em situação de vulnerabilidade social nas comunidades do Recife por meio da instituição GRUPO ESPÍRITA ESPERANÇA SEMPRE VIVA CNPJ 13.459.196/0001-29.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2611606,3
2024,Dannilo Godoy,30047,FES-PE,3126,ELSI,ELSI,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"Promover o Municipio de Caruaru, por meio do Instituto Memorial Agreste, Cnpj: 24.262.537/0001-98, para que seja viabilizado compra de medicamentos e insumos, para melhorar a qualidade de atendimento na referida unidade de saúde, buscando ofertar qualidade de vida para a população.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2604106,16
2024,Abimael Santos,30048,SRHS,4198,ELQX,ELQX,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,CARUARU,"A presente Emenda no valor de R$ 60.000,00 (sessenta mil reais), destina-se especificamente para ser aplicado pela GNR AGRESTE CENTRAL – GERÊNCIA DE UNIDADE DE NEGÓCIOS REGIONAL AGRESTE CENTRAL, da COMPESA - Companhia Pernambucana de Saneamento, CNPJ 09.769.035-0001/64, na aquisição de material hidráulico para obras de extensão da rede de distribuição de água ná área de sua atuação..",SANEAMENTO,ABASTECIMENTO DE ÁGUA,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2604106,38
2024,Dannilo Godoy,30051,FES-PE,3126,ELSJ,ELSJ,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GARANHUNS,"Promover o Município de Garanhuns, por meio do HOSPITAL INFANTIL PALMIRA SALES, Cnpj: 10.241.503/0001-02 , para que seja viabilizado compra de medicamentos e insumos, para melhorar a qualidade de atendimento na referida unidade de saúde, buscando melhorar o o apoio para a população.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"70.000,00",-,-,-,-,-,-,-,,2606002,16
2024,Delegada Gleide Ângelo,30052,SECMULHER,3930,ELRS,ELRS,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,TIMBAUBA,"A presente emenda parlamentar tem por finalidade a promoção de cursos profissionalizantes e ciclos de palestras sóciopolíticas e de empreendedorismo para mulheres de Timbauba em situação de vulnerabilidade social por meio da ASSOCIAÇÃO DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL DO CONDADO, CNPJ N 07.654.308/0001-08.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,"50.000,00",,2615300,3
2024,Delegada Gleide Ângelo,30056,SECMULHER,3930,ELRZ,ELRZ,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CAMARAGIBE,"A presente emenda tem por finalidade a aquisição de bens para a realização de cursos de qualificação profissional para MULHERES em situação de vulnerabilidade social em comunidades do Camaragibe , por meio da instituição ORGANIZAÇÃO DA SOCIEDADE CIVIL MULHERES GUERREIRAS DE CAMARAGIBE, CNPJ Nº 15.497.649/0001-37.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"20.000,00","20.000,00",-,-,-,-,-,"19.632,68",,2603454,3
2024,Dannilo Godoy,30057,FES-PE,3126,ELSK,ELSK,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Prover Recursos orçamentários para o Hospital do Câncer, Cnpj:10.241.503/0001-02, para que seja viabilizado compra de medicamentos e insumos, para melhorar a qualidade de atendimento na referida unidade de saúde, buscando ofertar qualidade de vida para a população.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2611606,16
2024,Delegada Gleide Ângelo,30058,SECMULHER,3930,ELS0,ELS0,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CAMARAGIBE,"A presente emenda tem por finalidade a realização de cursos de qualificação profissional para MULHERES em situação de vulnerabilidade social em comunidades do Camaragibe , por meio da instituição ORGANIZAÇÃO DA SOCIEDADE CIVIL MULHERES GUERREIRAS DE CAMARAGIBE, CNPJ Nº 15.497.649/0001-37.",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"80.000,00","80.000,00",-,-,-,-,-,"80.000,00",,2603454,3
2024,Dannilo Godoy,30059,FES-PE,3126,ELSN,ELSN,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Prover recursos orçamentários para o NSTITUTO MATERNO INFANTIL PROF. FERNANDO FIGUEIRA - IMIP, CNPJ: 10.988.301/0001-29, para que seja viabilizado compra de medicamentos e insumos, para melhorar a qualidade de atendimento na referida unidade de saúde, buscando melhorar o o apoio para a sociedade Pernambucana.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"50.000,00",-,-,-,-,-,-,-,,2611606,16
2024,Delegada Gleide Ângelo,30062,SDAAPP,4145,ELS3,ELS3,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LAGOA DO CARRO,"A presente emenda visa a aquisição de equipamentos para realização de ações integradas com a Colônia de Pescadores e Pescadoras Z-18 da Barragem de Lagoa do Carro, do município de Lagoa do Carro, visando a melhoria das condições de trabalho daqueles trabalhadores do campo favorecendo a melhoria da produção e consequentemente o aumento da renda e a qualidade de vida daquelas famílias. Os recursos serão implementado por meio do CENTRO DE MULHERES URBANAS E RURAIS - CEMUR - CNPJ Nº 07.642.536/0001-50",AGRICULTURA,APOIO AO PEQUENO PRODUTOR,-,-,-,-,-,"20.000,00",-,-,-,-,-,-,-,,2608453,3
2024,Delegada Gleide Ângelo,30063,SDAAPP,4145,ELS4,ELS4,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LAGOA DO CARRO,"A presente emenda visa a realização do treinamento profissional para trabalhadoras e trabalhadores da Colônia de Pescadores e Pescadoras Z-18 da Barragem de Lagoa do Carro, visando a melhoria das condições de trabalho do campo favorecendo a melhoria da produção e consequentemente o aumento da renda e a qualidade de vida daquelas famílias. Os recursos serão implementado por meio do CENTRO DE MULHERES URBANAS E RURAIS - CEMUR - CNPJ Nº 07.642.536/0001-50",AGRICULTURA,APOIO AO PEQUENO PRODUTOR,-,-,-,-,-,"30.000,00",-,-,-,-,-,-,-,,2608453,3
